-40 0 
-38.9056 0.000500601 
-37.8115 0.00109128 
-36.7135 0.00178895 
-35.6073 0.00261369 
-34.488 0.00358927 
-33.3507 0.0047437 
-32.1897 0.00610981 
-30.9984 0.00772558 
-29.7691 0.0096344 
-28.4924 0.0118849 
-27.156 0.0145302 
-25.7434 0.0176269 
-24.2308 0.0212336 
-22.5831 0.0254098 
-20.7451 0.0302165 
-18.6262 0.0357212 
-16.0707 0.0420129 
-12.7976 0.049243 
-8.29106 0.0577371 
-1.75731 0.068313 
6.90286 0.0829281 
15.0476 0.104352 
20.0135 0.132944 
21.7549 0.165285 
21.272 0.197226 
19.521 0.226248 
17.1438 0.251539 
14.4814 0.273208 
11.658 0.291675 
8.64959 0.30737 
5.3046 0.320623 
1.30015 0.331638 
-3.97939 0.340489 
-11.4679 0.347128 
-21.4633 0.351206 
-32.3033 0.351661 
-42.1195 0.349253 
-50.2953 0.34517 
-56.883 0.339499 
-62.1073 0.332174 
-66.2061 0.323254 
-69.3907 0.312937 
-71.8382 0.301515 
-73.6939 0.289317 
-75.0752 0.276671 
-76.0762 0.263867 
-76.7718 0.25115 
-77.2219 0.23871 
-77.4738 0.226687 
-77.5655 0.215176 
-77.5273 0.204237 
-77.3833 0.1939 
-77.1533 0.184175 
-76.8531 0.175056 
-76.4956 0.166526 
-76.0914 0.158559 
-75.6493 0.151127 
-75.1766 0.144198 
-74.6793 0.13774 
-74.1624 0.13172 
-73.6302 0.126108 
-73.0864 0.120873 
-72.5339 0.115986 
-71.9752 0.111422 
-71.4127 0.107154 
-70.8481 0.10316 
-70.2831 0.0994179 
-69.7188 0.095909 
-69.1567 0.092615 
-68.5974 0.0895193 
-68.042 0.0866067 
-67.491 0.0838633 
-66.9451 0.0812765 
-66.4047 0.0788346 
-65.8702 0.0765271 
-65.3419 0.0743442 
-64.8201 0.072277 
-64.305 0.0703174 
-63.7967 0.068458 
-63.2953 0.0666919 
-62.801 0.0650128 
-62.3136 0.0634151 
-61.8333 0.0618934 
-61.3601 0.0604428 
-60.8938 0.059059 
-60.4344 0.0577378 
-59.9819 0.0564754 
-59.5362 0.0552684 
-59.0972 0.0541135 
-58.6648 0.0530077 
-58.2388 0.0519484 
-57.8192 0.0509329 
-57.4058 0.049959 
-56.9986 0.0490245 
-56.5973 0.0481273 
-56.2019 0.0472655 
-55.8122 0.0464376 
-55.4281 0.0456418 
-55.0495 0.0448767 
-54.6763 0.0441409 
-54.3082 0.0434331 
-53.9452 0.0427521 
-53.5872 0.0420968 
-53.234 0.0414662 
-52.8856 0.0408593 
-52.5417 0.0402753 
-52.2024 0.0397133 
-51.8674 0.0391725 
-51.5367 0.0386523 
-51.2102 0.0381519 
-50.8878 0.0376709 
-50.5693 0.0372085 
-50.2548 0.0367643 
-49.944 0.0363378 
-49.637 0.0359285 
-49.3336 0.0355361 
-49.0338 0.0351601 
-48.7375 0.0348002 
-48.4447 0.0344561 
-48.1552 0.0341275 
-47.8691 0.033814 
-47.5863 0.0335156 
-47.3067 0.0332319 
-47.0304 0.0329627 
-46.7572 0.0327079 
-46.4872 0.0324674 
-46.2203 0.0322408 
-45.9565 0.0320283 
-45.6958 0.0318295 
-45.4383 0.0316444 
-45.1838 0.031473 
-44.9325 0.0313152 
-44.6843 0.0311708 
-44.4393 0.0310399 
-44.1974 0.0309224 
-43.9588 0.0308182 
-43.7235 0.0307274 
-43.4915 0.0306498 
-43.2629 0.0305855 
-43.0377 0.0305345 
-42.8161 0.0304966 
-42.5981 0.0304719 
-42.3838 0.0304603 
-42.1732 0.0304618 
-41.9666 0.0304763 
-41.764 0.0305038 
-41.5655 0.0305442 
-41.3713 0.0305974 
-41.1815 0.0306633 
-40.9963 0.0307418 
-40.8157 0.0308328 
-40.64 0.0309361 
-40.4693 0.0310514 
-40.3039 0.0311787 
-40.1437 0.0313176 
-39.9892 0.0314678 
-39.8403 0.0316292 
-39.6974 0.0318012 
-39.5606 0.0319836 
-39.4301 0.032176 
-39.3061 0.0323778 
-39.1888 0.0325887 
-39.0783 0.0328081 
-38.9749 0.0330353 
-38.8788 0.0332699 
-38.79 0.0335112 
-38.7087 0.0337585 
-38.6352 0.0340111 
-38.5695 0.0342682 
-38.5118 0.0345292 
-38.4621 0.0347932 
-38.4205 0.0350594 
-38.3871 0.0353269 
-38.362 0.0355951 
-38.3451 0.0358629 
-38.3364 0.0361296 
-38.3359 0.0363943 
-38.3436 0.0366562 
-38.3593 0.0369145 
-38.3828 0.0371684 
-38.4142 0.0374171 
-38.453 0.0376599 
-38.4992 0.0378961 
-38.5525 0.038125 
-38.6126 0.0383461 
-38.6793 0.0385587 
-38.7521 0.0387623 
-38.8307 0.0389566 
-38.9149 0.039141 
-39.0041 0.0393154 
-39.0981 0.0394792 
-39.1963 0.0396324 
-39.2983 0.0397748 
-39.4038 0.0399062 
-39.5122 0.0400265 
-39.6232 0.0401358 
-39.7363 0.040234 
-39.8511 0.0403213 
-39.967 0.0403978 
-40.0838 0.0404635 
-40.2011 0.0405188 
-40.3183 0.0405637 
-40.4351 0.0405987 
-40.5513 0.0406238 
-40.6663 0.0406395 
-40.7799 0.0406461 
-40.8918 0.0406438 
-41.0017 0.0406331 
-41.1093 0.0406143 
-41.2144 0.0405877 
-41.3167 0.0405537 
-41.416 0.0405127 
-41.5122 0.0404651 
-41.6051 0.0404112 
-41.6945 0.0403515 
-41.7802 0.0402863 
-41.8623 0.0402159 
-41.9406 0.0401408 
-42.015 0.0400613 
-42.0855 0.0399777 
-42.152 0.0398905 
-42.2145 0.0397999 
-42.2729 0.0397062 
-42.3274 0.0396099 
-42.3778 0.0395111 
-42.4243 0.0394103 
-42.4667 0.0393077 
-42.5053 0.0392036 
-42.54 0.0390982 
-42.5709 0.0389919 
-42.598 0.0388849 
-42.6214 0.0387774 
-42.6413 0.0386697 
-42.6576 0.0385621 
-42.6705 0.0384546 
-42.6801 0.0383476 
-42.6864 0.0382412 
-42.6895 0.0381357 
-42.6896 0.0380312 
-42.6868 0.0379279 
-42.6811 0.0378259 
-42.6727 0.0377254 
-42.6617 0.0376266 
-42.6481 0.0375296 
-42.6321 0.0374346 
-42.6139 0.0373416 
-42.5934 0.0372508 
-42.5709 0.0371623 
-42.5464 0.0370761 
-42.52 0.0369925 
-42.4918 0.0369115 
-42.4621 0.0368331 
-42.4307 0.0367574 
-42.398 0.0366846 
-42.3639 0.0366147 
-42.3286 0.0365476 
-42.2921 0.0364836 
-42.2547 0.0364226 
-42.2163 0.0363647 
-42.1771 0.0363098 
-42.1372 0.0362581 
-42.0966 0.0362095 
-42.0555 0.0361642 
-42.0139 0.0361219 
-41.972 0.0360829 
-41.9299 0.036047 
-41.8875 0.0360144 
-41.8451 0.0359849 
-41.8026 0.0359585 
-41.7602 0.0359352 
-41.7179 0.0359151 
-41.6759 0.035898 
-41.6342 0.035884 
-41.5928 0.035873 
-41.5519 0.0358649 
-41.5115 0.0358597 
-41.4717 0.0358574 
-41.4325 0.0358578 
-41.394 0.035861 
-41.3563 0.0358668 
-41.3194 0.0358753 
-41.2834 0.0358862 
-41.2483 0.0358996 
-41.2142 0.0359153 
-41.1811 0.0359333 
-41.1491 0.0359534 
-41.1182 0.0359757 
-41.0884 0.0359999 
-41.0599 0.0360261 
-41.0325 0.036054 
-41.0064 0.0360836 
-40.9815 0.0361148 
-40.958 0.0361475 
-40.9358 0.0361816 
-40.9149 0.036217 
-40.8953 0.0362535 
-40.8771 0.0362911 
-40.8603 0.0363296 
-40.8449 0.0363689 
-40.8309 0.036409 
-40.8182 0.0364497 
-40.8069 0.0364909 
-40.797 0.0365325 
-40.7885 0.0365743 
-40.7813 0.0366164 
-40.7754 0.0366585 
-40.7709 0.0367007 
-40.7676 0.0367427 
-40.7657 0.0367844 
-40.7649 0.0368259 
-40.7655 0.036867 
-40.7672 0.0369075 
-40.77 0.0369475 
-40.774 0.0369869 
-40.7791 0.0370255 
-40.7852 0.0370633 
-40.7924 0.0371002 
-40.8005 0.0371361 
-40.8096 0.0371711 
-40.8195 0.037205 
-40.8303 0.0372377 
-40.8418 0.0372693 
-40.8541 0.0372997 
-40.8671 0.0373288 
-40.8808 0.0373566 
-40.895 0.037383 
-40.9098 0.0374081 
-40.9251 0.0374319 
-40.9408 0.0374542 
-40.957 0.0374751 
-40.9734 0.0374946 
-40.9902 0.0375126 
-41.0072 0.0375292 
-41.0245 0.0375444 
-41.0419 0.0375581 
-41.0594 0.0375704 
-41.0769 0.0375812 
-41.0945 0.0375907 
-41.1121 0.0375987 
-41.1296 0.0376054 
-41.147 0.0376108 
-41.1642 0.0376148 
-41.1813 0.0376175 
-41.1981 0.0376189 
-41.2148 0.0376192 
-41.2311 0.0376182 
-41.2471 0.037616 
-41.2627 0.0376128 
-41.278 0.0376084 
-41.2929 0.037603 
-41.3074 0.0375966 
-41.3214 0.0375893 
-41.335 0.037581 
-41.348 0.0375718 
-41.3606 0.0375618 
-41.3727 0.0375511 
-41.3842 0.0375396 
-41.3952 0.0375274 
-41.4056 0.0375146 
-41.4155 0.0375012 
-41.4248 0.0374873 
-41.4335 0.0374728 
-41.4417 0.0374579 
-41.4492 0.0374426 
-41.4562 0.0374269 
-41.4626 0.037411 
-41.4684 0.0373947 
-41.4737 0.0373782 
-41.4784 0.0373616 
-41.4825 0.0373448 
-41.486 0.0373279 
-41.489 0.0373109 
-41.4915 0.037294 
-41.4934 0.037277 
-41.4948 0.0372601 
-41.4956 0.0372433 
-41.496 0.0372266 
-41.4959 0.0372101 
-41.4953 0.0371938 
-41.4943 0.0371777 
-41.4928 0.0371618 
-41.4909 0.0371463 
-41.4885 0.037131 
-41.4858 0.0371161 
-41.4827 0.0371015 
-41.4792 0.0370873 
-41.4754 0.0370735 
-41.4712 0.0370601 
-41.4668 0.0370472 
-41.462 0.0370347 
-41.457 0.0370227 
-41.4517 0.0370112 
-41.4462 0.0370002 
-41.4405 0.0369896 
-41.4346 0.0369796 
-41.4285 0.0369702 
-41.4222 0.0369612 
-41.4158 0.0369528 
-41.4092 0.036945 
-41.4026 0.0369377 
