
-89.3804 0.3 1 
-89.1075 0.29 1 

-89.1075 0.29 1 
-88.8202 0.28 1 

-88.8202 0.28 1 
-88.5173 0.27 1 

-88.5173 0.27 1 
-88.1976 0.26 1 

-88.1976 0.26 1 
-87.8595 0.25 1 

-87.8595 0.25 1 
-87.5015 0.24 1 

-87.5015 0.24 1 
-87.1218 0.23 1 

-87.1218 0.23 1 
-87 0.226917 1 

-86.7179 0.22 1 
-87 0.226917 1 

4 0.224092 1 
2.7902 0.22 1 

7.25 0.226078 1 
4 0.224092 1 

10.1467 0.22 1 
7.25 0.226078 1 

-86.7179 0.22 1 
-86.2878 0.21 1 

0.75 0.212877 1 
0.258745 0.21 1 

2.7902 0.22 1 
0.75 0.212877 1 

10.1467 0.22 1 
10.5 0.21928 1 

12.6041 0.21 1 
10.5 0.21928 1 

-86.2878 0.21 1 
-85.8288 0.2 1 

0.258745 0.21 1 
-1.41235 0.2 1 

12.6041 0.21 1 
13.75 0.20509 1 

14.5695 0.2 1 
13.75 0.20509 1 

-85.8288 0.2 1 
-85.3381 0.19 1 

-2.5 0.193307 1 
-2.92953 0.19 1 

-1.41235 0.2 1 
-2.5 0.193307 1 

14.5695 0.2 1 
16.2142 0.19 1 

-85.3381 0.19 1 
-84.8122 0.18 1 

-2.92953 0.19 1 
-4.20559 0.18 1 

16.2142 0.19 1 
17 0.185322 1 

17.7188 0.18 1 
17 0.185322 1 

-84.8122 0.18 1 
-84.2471 0.17 1 

-4.20559 0.18 1 
-5.44853 0.17 1 

17.7188 0.18 1 
19.0938 0.17 1 

-84.2471 0.17 1 
-83.75 0.161778 1 

-83.6381 0.16 1 
-83.75 0.161778 1 

-5.75 0.167535 1 
-6.61468 0.16 1 

-5.44853 0.17 1 
-5.75 0.167535 1 

19.0938 0.17 1 
20.25 0.161767 1 

20.467 0.16 1 
20.25 0.161767 1 

-83.6381 0.16 1 
-82.9792 0.15 1 

-6.61468 0.16 1 
-7.73805 0.15 1 

20.467 0.16 1 
21.7096 0.15 1 

-82.9792 0.15 1 
-82.2649 0.14 1 

-7.73805 0.15 1 
-8.83472 0.14 1 

21.7096 0.15 1 
22.9782 0.14 1 

-82.2649 0.14 1 
-81.488 0.13 1 

-9 0.138472 1 
-9.96021 0.13 1 

-8.83472 0.14 1 
-9 0.138472 1 

22.9782 0.14 1 
23.5 0.135946 1 

24.2033 0.13 1 
23.5 0.135946 1 

-81.488 0.13 1 
-80.64 0.12 1 

-9.96021 0.13 1 
-11.0678 0.12 1 

24.2033 0.13 1 
25.4042 0.12 1 

-80.64 0.12 1 
-80.5 0.118433 1 

-79.7079 0.11 1 
-80.5 0.118433 1 

-11.0678 0.12 1 
-12.1486 0.11 1 

25.4042 0.12 1 
26.6285 0.11 1 

-79.7079 0.11 1 
-78.681 0.1 1 

-12.25 0.109049 1 
-13.3485 0.1 1 

-12.1486 0.11 1 
-12.25 0.109049 1 

26.6285 0.11 1 
26.75 0.109018 1 

27.8088 0.1 1 
26.75 0.109018 1 

-78.681 0.1 1 
-77.5447 0.09 1 

-13.3485 0.1 1 
-14.531 0.09 1 

27.8088 0.1 1 
29.0038 0.09 1 

-77.5447 0.09 1 
-77.25 0.0875698 1 

-76.2752 0.08 1 
-77.25 0.0875698 1 

-15.5 0.0815963 1 
-15.724 0.08 1 

-14.531 0.09 1 
-15.5 0.0815963 1 

29.0038 0.09 1 
30 0.0818037 1 

-76.2752 0.08 1 
-74.8517 0.07 1 

-15.724 0.08 1 
-17.1008 0.07 1 

-74.8517 0.07 1 
-74 0.0645403 1 

-73.2401 0.06 1 
-74 0.0645403 1 

-17.1008 0.07 1 
-18.4334 0.06 1 

-73.2401 0.06 1 
-71.3991 0.05 1 

-18.75 0.0575759 1 
-20.0156 0.05 1 

-18.4334 0.06 1 
-18.75 0.0575759 1 

-71.3991 0.05 1 
-70.75 0.0467746 1 

-69.2659 0.04 1 
-70.75 0.0467746 1 

-20.0156 0.05 1 
-21.6271 0.04 1 

-69.2659 0.04 1 
-67.5 0.0327449 1 

-66.7626 0.03 1 
-67.5 0.0327449 1 

-22 0.0376269 1 
-23.5994 0.03 1 

-21.6271 0.04 1 
-22 0.0376269 1 

-66.7626 0.03 1 
-64.25 0.0214968 1 

-63.7521 0.02 1 
-64.25 0.0214968 1 

-25.25 0.0217872 1 
-25.7507 0.02 1 

-23.5994 0.03 1 
-25.25 0.0217872 1 

-63.7521 0.02 1 
-61 0.0124166 1 

-59.9822 0.01 1 
-61 0.0124166 1 

-25.7507 0.02 1 
-28.4331 0.01 1 

-59.9822 0.01 1 
-57.75 0.00510799 1 

-54.9055 2.98023e-08 1 
-57.75 0.00510799 1 

-31.75 0.00101663 1 
