
-92.4858 0.3 1 
-92.2928 0.29 1 

-92.2928 0.29 1 
-92.0897 0.28 1 

-92.0897 0.28 1 
-91.8755 0.27 1 

-91.8755 0.27 1 
-91.6494 0.26 1 

-91.6494 0.26 1 
-91.4104 0.25 1 

-91.4104 0.25 1 
-91.1573 0.24 1 

-91.1573 0.24 1 
-90.8889 0.23 1 

-90.8889 0.23 1 
-90.6036 0.22 1 

-90.6036 0.22 1 
-90.2999 0.21 1 

4 0.212169 1 
3.37648 0.21 1 

7.25 0.214517 1 
4 0.212169 1 

9.5025 0.21 1 
7.25 0.214517 1 

-90.2999 0.21 1 
-90.25 0.208418 1 

-89.9756 0.2 1 
-90.25 0.208418 1 

0.75 0.200569 1 
0.654462 0.2 1 

3.37648 0.21 1 
0.75 0.200569 1 

9.5025 0.21 1 
10.5 0.208059 1 

12.3654 0.2 1 
10.5 0.208059 1 

-89.9756 0.2 1 
-89.6289 0.19 1 

0.654462 0.2 1 
-0.995725 0.19 1 

12.3654 0.2 1 
13.75 0.194189 1 

14.4341 0.19 1 
13.75 0.194189 1 

-89.6289 0.19 1 
-89.2573 0.18 1 

-2.5 0.180589 1 
-2.57553 0.18 1 

-0.995725 0.19 1 
-2.5 0.180589 1 

14.4341 0.19 1 
16.1008 0.18 1 

-89.2573 0.18 1 
-88.8582 0.17 1 

-2.57553 0.18 1 
-3.83962 0.17 1 

16.1008 0.18 1 
17 0.174724 1 

17.6455 0.17 1 
17 0.174724 1 

-88.8582 0.17 1 
-88.4282 0.16 1 

-3.83962 0.17 1 
-5.07133 0.16 1 

17.6455 0.17 1 
19.0358 0.16 1 

-88.4282 0.16 1 
-87.9637 0.15 1 

-5.75 0.154378 1 
-6.2464 0.15 1 

-5.07133 0.16 1 
-5.75 0.154378 1 

19.0358 0.16 1 
20.25 0.151456 1 

20.4306 0.15 1 
20.25 0.151456 1 

-87.9637 0.15 1 
-87.4604 0.14 1 

-6.2464 0.15 1 
-7.3608 0.14 1 

20.4306 0.15 1 
21.6858 0.14 1 

-87.4604 0.14 1 
-87 0.131532 1 

-86.9129 0.13 1 
-87 0.131532 1 

-7.3608 0.14 1 
-8.44902 0.13 1 

21.6858 0.14 1 
22.9674 0.13 1 

-86.9129 0.13 1 
-86.3147 0.12 1 

-9 0.124846 1 
-9.54244 0.12 1 

-8.44902 0.13 1 
-9 0.124846 1 

22.9674 0.13 1 
23.5 0.125906 1 

24.2052 0.12 1 
23.5 0.125906 1 

-86.3147 0.12 1 
-85.6592 0.11 1 

-9.54244 0.12 1 
-10.6417 0.11 1 

24.2052 0.12 1 
25.4179 0.11 1 

-85.6592 0.11 1 
-84.9378 0.1 1 

-10.6417 0.11 1 
-11.7145 0.1 1 

25.4179 0.11 1 
26.6544 0.1 1 

-84.9378 0.1 1 
-84.1399 0.09 1 

-12.25 0.0949176 1 
-12.8389 0.09 1 

-11.7145 0.1 1 
-12.25 0.0949176 1 

26.6544 0.1 1 
26.75 0.0992353 1 

27.8444 0.09 1 
26.75 0.0992353 1 

-84.1399 0.09 1 
-83.75 0.0854703 1 

-83.2514 0.08 1 
-83.75 0.0854703 1 

-12.8389 0.09 1 
-14.0123 0.08 1 

27.8444 0.09 1 
29.051 0.08 1 

-83.2514 0.08 1 
-82.2562 0.07 1 

-14.0123 0.08 1 
-15.1545 0.07 1 

29.051 0.08 1 
30 0.0722653 1 

-82.2562 0.07 1 
-81.1352 0.06 1 

-15.5 0.0669217 1 
-16.4402 0.06 1 

-15.1545 0.07 1 
-15.5 0.0669217 1 

-81.1352 0.06 1 
-80.5 0.0548436 1 

-79.8601 0.05 1 
-80.5 0.0548436 1 

-16.4402 0.06 1 
-17.7621 0.05 1 

-79.8601 0.05 1 
-78.3966 0.04 1 

-18.75 0.0423144 1 
-19.1288 0.04 1 

-17.7621 0.05 1 
-18.75 0.0423144 1 

-78.3966 0.04 1 
-77.25 0.0330643 1 

-76.6996 0.03 1 
